pmid,file_source,pubmed,mid,pmc,doi,pii,pmcid,other_medline,other_sici
11160418,pubmed_200_to_299.xml,11160418,,PMC6763819,10.1523/JNEUROSCI.21-02-00372.2001,21/2/372,,,
11162238,pubmed_200_to_299.xml,11162238,,,10.1006/nbdi.2000.0333,S0969-9961(00)90333-4,,,
11164808,pubmed_200_to_299.xml,11164808,,,10.1016/s0006-8993(00)03186-3,S0006-8993(00)03186-3,,,
11168528,pubmed_200_to_299.xml,11168528,,,,ejn1376,,,
11172053,pubmed_200_to_299.xml,11172053,,PMC29359,10.1073/pnas.98.4.1930,98/4/1930,,,
11175792,pubmed_200_to_299.xml,11175792,,,10.1038/84859,,,,
11182240,pubmed_200_to_299.xml,11182240,,,10.1016/s0306-4522(00)00516-9,S0306-4522(00)00516-9,,,
11182300,pubmed_200_to_299.xml,11182300,,,10.1016/s0891-5849(00)00494-9,S0891-5849(00)00494-9,,,
11182472,pubmed_200_to_299.xml,11182472,,,10.1016/s0197-4580(00)00227-x,S019745800000227X,,,
11193154,pubmed_200_to_299.xml,11193154,,,10.1111/j.1749-6632.2000.tb06926.x,,,,
11207825,pubmed_200_to_299.xml,11207825,,,10.1046/j.1365-2559.2001.01082.x,his1082,,,
11208902,pubmed_200_to_299.xml,11208902,,,10.1046/j.1471-4159.2001.00063.x,,,,
11220736,pubmed_200_to_299.xml,11220736,,,10.1002/1531-8249(20010201)49:2<165::aid-ana36>3.0.co;2-3,,,,
11220789,pubmed_200_to_299.xml,11220789,,,10.1385/JMN:15:2:99,JMN:15:2:99,,,
11222652,pubmed_200_to_299.xml,11222652,,PMC6762950,10.1523/JNEUROSCI.21-05-01619.2001,21/5/1619,,,
11226152,pubmed_200_to_299.xml,11226152,,PMC140191,10.1093/emboj/20.1.27,,,,
11226248,pubmed_300_to_399.xml,11226248,,PMC30147,10.1073/pnas.041603398,98/5/2381,,,
11226247,pubmed_300_to_399.xml,11226247,,PMC30146,10.1073/pnas.041617698,041617698,,,
11231639,pubmed_300_to_399.xml,11231639,,,10.1038/85525,85525,,,
11238715,pubmed_300_to_399.xml,11238715,,,10.1046/j.1471-4159.2001.00122.x,,,,
11239394,pubmed_300_to_399.xml,11239394,,,10.1016/s0092-8674(01)00224-0,S0092-8674(01)00224-0,,,
11242064,pubmed_300_to_399.xml,11242064,,,10.1038/35065514,35065514,,,
11248079,pubmed_300_to_399.xml,11248079,,PMC30654,10.1073/pnas.061509598,98/6/3334,,,
11255443,pubmed_300_to_399.xml,11255443,,,10.1001/archneur.58.3.397,noc00280,,,
11255456,pubmed_300_to_399.xml,11255456,,,10.1001/archneur.58.3.498,noc00302,,,
11257498,pubmed_300_to_399.xml,11257498,,,10.1016/s0014-5793(01)02256-6,S0014-5793(01)02256-6,,,
11259657,pubmed_300_to_399.xml,11259657,,PMC31200,10.1073/pnas.061445598,061445598,,,
11264541,pubmed_300_to_399.xml,11264541,,,10.1126/science.1056784,291/5512/2423,,,
11268214,pubmed_300_to_399.xml,11268214,,,10.1038/35066584,35066584,,,
11278111,pubmed_300_to_399.xml,11278111,,,10.1016/s0304-3940(01)01659-7,S0304394001016597,,,
11278416,pubmed_300_to_399.xml,11278416,,,10.1074/jbc.M008511200,S0021-9258(20)78769-7,,,
11278841,pubmed_300_to_399.xml,11278841,,,10.1074/jbc.M011116200,S0021-9258(19)56743-6,,,
11279122,pubmed_300_to_399.xml,11279122,,,10.1074/jbc.M100710200,S0021-9258(20)78729-6,,,
11296263,pubmed_300_to_399.xml,11296263,,PMC33303,10.1073/pnas.081620098,081620098,,,
11299325,pubmed_300_to_399.xml,11299325,,,10.1046/j.1471-4159.2001.00256.x,,,,
11303790,pubmed_300_to_399.xml,11303790,,PMC8098611,10.1111/j.1750-3639.2001.tb00387.x,,,,
11306609,pubmed_300_to_399.xml,11306609,,PMC6762523,10.1523/JNEUROSCI.21-08-02561.2001,21/8/2561,,,
11306611,pubmed_300_to_399.xml,11306611,,PMC6762519,10.1523/JNEUROSCI.21-08-02580.2001,21/8/2580,,,
11306619,pubmed_300_to_399.xml,11306619,,PMC6762514,10.1523/JNEUROSCI.21-08-02661.2001,21/8/2661,,,
11309494,pubmed_300_to_399.xml,11309494,,PMC33296,10.1073/pnas.081612998,081612998,,,
11323118,pubmed_300_to_399.xml,11323118,,,10.1016/s0304-3940(01)01719-0,S0304394001017190,,,
11329064,pubmed_300_to_399.xml,11329064,,,10.1038/87945,87945,,,
11331414,pubmed_300_to_399.xml,11331414,,,10.1046/j.1471-4159.2001.00294.x,,,,
11331880,pubmed_300_to_399.xml,11331880,,,10.1038/35074581,35074581,,,
11337485,pubmed_300_to_399.xml,11337485,,,10.1074/jbc.M007579200,S0021-9258(20)79518-9,,,
11342534,pubmed_300_to_399.xml,11342534,,,10.1074/jbc.M100252200,S0021-9258(20)79574-8,,,
11342677,pubmed_300_to_399.xml,11342677,,,10.1212/wnl.56.9.1133,,,,
11342683,pubmed_300_to_399.xml,11342683,,,10.1212/wnl.56.9.1183,,,,
11342684,pubmed_300_to_399.xml,11342684,,,10.1212/wnl.56.9.1188,,,,
11343650,pubmed_300_to_399.xml,11343650,,,10.1016/s0896-6273(01)00268-9,S0896-6273(01)00268-9,,,
11369938,pubmed_300_to_399.xml,11369938,,,10.1038/88395,88395,,,
11371646,pubmed_300_to_399.xml,11371646,,PMC33469,10.1073/pnas.101133498,98/11/6336,,,
11375494,pubmed_300_to_399.xml,11375494,,,10.1126/science.292.5521.1552,292/5521/1552,,,
11378241,pubmed_300_to_399.xml,11378241,,,10.1016/s0197-4580(01)00216-0,S0197458001002160,,,
11378242,pubmed_300_to_399.xml,11378242,,,10.1016/s0197-4580(00)00249-9,S0197458000002499,,,
11381127,pubmed_300_to_399.xml,11381127,,PMC34454,10.1073/pnas.121119298,121119298,,,
11381259,pubmed_300_to_399.xml,11381259,,,10.1038/88842,88842,,,
11384236,pubmed_300_to_399.xml,11384236,,,10.1021/jm010045q,jm010045q,,,
11384622,pubmed_300_to_399.xml,11384622,,,10.1016/s0006-8993(01)02390-3,S0006-8993(01)02390-3,,,
11385507,pubmed_300_to_399.xml,11385507,NIHMS418137,PMC4027052,10.1038/89076,,,,
11389157,pubmed_300_to_399.xml,11389157,,PMC1734889,10.1136/jmg.38.6.353,,,,
11389183,pubmed_300_to_399.xml,11389183,,,10.1046/j.1471-4159.2001.00345.x,,,,
11397796,pubmed_300_to_399.xml,11397796,,,10.1074/jbc.M102456200,S0021-9258(20)80366-4,,,
11401610,pubmed_300_to_399.xml,11401610,,,10.1001/jama.285.22.2888,jbr10003,,,
11404397,pubmed_300_to_399.xml,11404397,,PMC6762764,10.1523/JNEUROSCI.21-12-04125.2001,21/12/4125,,,
11404403,pubmed_300_to_399.xml,11404403,,PMC6762743,10.1523/JNEUROSCI.21-12-04183.2001,21/12/4183,,,
11408299,pubmed_300_to_399.xml,11408299,,PMC32306,10.1136/bmj.322.7300.1447,,,,
11408475,pubmed_300_to_399.xml,11408475,,,10.1074/jbc.M008268200,S0021-9258(20)89703-8,,,
11408619,pubmed_300_to_399.xml,11408619,,,10.1126/science.1059581,1059581,,,
11408621,pubmed_300_to_399.xml,11408621,,,10.1126/science.1062382,1062382,,,
11416218,pubmed_300_to_399.xml,11416218,,PMC34695,10.1073/pnas.131202798,98/13/7487,,,
11418222,pubmed_300_to_399.xml,11418222,,,10.1016/s0168-9525(01)02342-3,S0168-9525(01)02342-3,,,
11424194,pubmed_300_to_399.xml,11424194,,,10.1002/glia.1072,10.1002/glia.1072,,,
11425896,pubmed_300_to_399.xml,11425896,,PMC6762352,10.1523/JNEUROSCI.21-13-04691.2001,21/13/4691,,,
11425871,pubmed_300_to_399.xml,11425871,,PMC2150733,10.1083/jcb.153.7.1403,,,,
11430801,pubmed_300_to_399.xml,11430801,,,10.1016/s0896-6273(01)00317-8,S0896-6273(01)00317-8,,,
11431533,pubmed_300_to_399.xml,11431533,,,10.1126/science.1060627,1060627,,,
11436125,pubmed_300_to_399.xml,11436125,,,10.1038/sj.ejhg.5200651,,,,
11438580,pubmed_300_to_399.xml,11438580,,PMC6762829,10.1523/JNEUROSCI.21-14-05045.2001,21/14/5045,,,
11438811,pubmed_300_to_399.xml,11438811,,,10.1038/ng571,ng571,,,
11439185,pubmed_300_to_399.xml,11439185,,,10.1016/s0092-8674(01)00407-x,S0092-8674(01)00407-X,,,
11441186,pubmed_300_to_399.xml,11441186,,,10.1126/science.1058783,293/5527/115,,,
11459061,pubmed_300_to_399.xml,11459061,,,10.1038/35081095,,,,
11466313,pubmed_300_to_399.xml,11466313,,,10.1074/jbc.M104350200,S0021-9258(20)86764-7,,,
11468305,pubmed_300_to_399.xml,11468305,,,10.1212/wnl.57.2.216,,,,
11470902,pubmed_300_to_399.xml,11470902,,PMC55417,10.1073/pnas.161102498,161102498,,,
11473109,pubmed_300_to_399.xml,11473109,,,10.1074/jbc.M102621200,S0021-9258(19)64997-5,,,
11476599,pubmed_300_to_399.xml,11476599,,,10.1006/exnr.2001.7715,S0014-4886(01)97715-5,,,
11476837,pubmed_300_to_399.xml,11476837,,,10.1016/S0140-6736(01)05408-3,S0140-6736(01)05408-3,,,
11479569,pubmed_300_to_399.xml,11479569,,,10.1038/90810,90810,,,
11479594,pubmed_300_to_399.xml,11479594,,,10.1038/ng572,ng572,,,
11483588,pubmed_300_to_399.xml,11483588,,,10.1074/jbc.C100357200,S0021-9258(19)58774-9,,,
11483593,pubmed_300_to_399.xml,11483593,,,10.1074/jbc.M102829200,S0021-9258(20)74137-2,,,
11483961,pubmed_300_to_399.xml,11483961,,,10.1038/35087069,35087069,,,
11484812,pubmed_300_to_399.xml,11484812,,,10.1007/s004010100405,,,,
11485902,pubmed_300_to_399.xml,11485902,,PMC1850561,10.1016/s0002-9440(10)61715-4,S0002-9440(10)61715-4,,,
11487626,pubmed_300_to_399.xml,11487626,,PMC6763173,10.1523/JNEUROSCI.21-16-06026.2001,21/16/6026,,,
11493922,pubmed_300_to_399.xml,11493922,,,10.1038/35088074,35088074,,,
11507641,pubmed_300_to_399.xml,11507641,,,10.1038/35089085,35089085,,,
11507642,pubmed_300_to_399.xml,11507642,,,10.1038/35089090,35089090,,,
11513911,pubmed_300_to_399.xml,11513911,,,10.1016/S0140-6736(01)05625-2,S0140-6736(01)05625-2,,,
11515782,pubmed_300_to_399.xml,11515782,,,10.1007/s004010000314,,,,
11517237,pubmed_300_to_399.xml,11517237,,PMC6763071,10.1523/JNEUROSCI.21-17-06480.2001,21/17/6480,,,
11517249,pubmed_300_to_399.xml,11517249,,PMC6763068,10.1523/JNEUROSCI.21-17-06597.2001,21/17/6597,,,
11520194,pubmed_300_to_399.xml,11520194,,,10.1021/jm0101803,jm0101803,,,
11520181,pubmed_300_to_399.xml,11520181,,,10.1006/mcne.2001.1016,S1044-7431(01)91016-4,,,
11520861,pubmed_300_to_399.xml,11520861,,PMC1084035,10.1093/embo-reports/kve180,kve180,,,
11520988,pubmed_300_to_399.xml,11520988,,,10.1126/science.1062097,293/5534/1491,,,
11522774,pubmed_300_to_399.xml,11522774,,,10.1074/jbc.C100443200,S0021-9258(20)74182-7,,,
11524467,pubmed_300_to_399.xml,11524467,,,10.1212/wnl.57.4.605,,,,
11525331,pubmed_300_to_399.xml,11525331,,,10.1006/nimg.2001.0786,S1053-8119(01)90786-4,,,
11525745,pubmed_300_to_399.xml,11525745,,,10.1016/s0960-9822(01)00394-3,S0960-9822(01)00394-3,,,
11526211,pubmed_300_to_399.xml,11526211,,PMC58582,10.1073/pnas.191044198,191044198,,,
11544248,pubmed_300_to_399.xml,11544248,,,10.1074/jbc.C100447200,S0021-9258(20)60109-0,,,
11545668,pubmed_300_to_399.xml,11545668,,,10.1001/archpsyc.58.9.853,yoa20218,,,
11549726,pubmed_300_to_399.xml,11549726,,PMC6762987,10.1523/JNEUROSCI.21-18-07153.2001,21/18/7153,,,
11549733,pubmed_400_to_499.xml,11549733,,PMC6762992,10.1523/JNEUROSCI.21-18-07226.2001,21/18/7226,,,
11551913,pubmed_400_to_499.xml,11551913,,,10.1074/jbc.M104096200,S0021-9258(19)82985-X,,,
11553691,pubmed_400_to_499.xml,11553691,,,10.1046/j.1471-4159.2001.00516.x,,,,
11554609,pubmed_400_to_499.xml,11554609,,,10.1016/s0024-3205(01)01232-2,S0024320501012322,,,
11559310,pubmed_400_to_499.xml,11559310,,,10.1001/archneur.58.9.1395,noc10060,,,
11559702,pubmed_400_to_499.xml,11559702,,,10.1074/jbc.M105374200,S0021-9258(19)37350-8,,,
11567612,pubmed_400_to_499.xml,11567612,,,10.1016/s0896-6273(01)00417-2,S0896-6273(01)00417-2,,,
11578777,pubmed_400_to_499.xml,11578777,,,10.1016/s0197-0186(01)00049-3,S0197018601000493,,,
11580253,pubmed_400_to_499.xml,11580253,,,10.1006/jmbi.2001.4970,S0022-2836(01)94970-8,,,
11580892,pubmed_400_to_499.xml,11580892,,,10.1016/s0896-6273(01)00421-4,S0896-6273(01)00421-4,,,
11581097,pubmed_400_to_499.xml,11581097,,,10.1093/aje/154.7.635,,,,
11584272,pubmed_400_to_499.xml,11584272,,,10.1038/ncb1001-905,ncb1001-905,,,
11592856,pubmed_400_to_499.xml,11592856,,,10.1006/nbdi.2001.0422,S0969-9961(01)90422-X,,,
11606569,pubmed_400_to_499.xml,11606569,,,10.1074/jbc.M105196200,S0021-9258(19)40331-1,,,
11606625,pubmed_400_to_499.xml,11606625,,PMC6762797,10.1523/JNEUROSCI.21-21-08370.2001,21/21/8370,,,
11683992,pubmed_400_to_499.xml,11683992,,,10.1016/s0896-6273(01)00462-7,S0896-6273(01)00462-7,,,
11689468,pubmed_400_to_499.xml,11689468,,,10.1096/fj.01-0377com,15/13/2433,,,
11694153,pubmed_400_to_499.xml,11694153,,,10.1001/jama.286.17.2120,joc10908,,,
11698669,pubmed_400_to_499.xml,11698669,,PMC61079,10.1073/pnas.241509198,241509198,,,
11701929,pubmed_400_to_499.xml,11701929,,,10.1126/science.1063522,294/5545/1346,,,
11705634,pubmed_400_to_499.xml,11705634,,,10.1016/s0197-4580(01)00271-8,S0197458001002718,,,
11706389,pubmed_400_to_499.xml,11706389,,PMC384894,10.1086/337945,S0002-9297(07)61299-3,,,
11709151,pubmed_400_to_499.xml,11709151,,,10.1016/s0896-6273(01)00496-2,S0896-6273(01)00496-2,,,
11710888,pubmed_400_to_499.xml,11710888,,,10.1001/jama.286.18.2239,joc10904,,,
11715026,pubmed_400_to_499.xml,11715026,,,10.1038/ncb1101-1030,ncb1101-1030,,,
11724784,pubmed_400_to_499.xml,11724784,,,10.1074/jbc.M108357200,S0021-9258(20)87672-8,,,
11726200,pubmed_400_to_499.xml,11726200,,,10.1006/bbrc.2001.6030,S0006291X01960309,,,
11726544,pubmed_400_to_499.xml,11726544,,,10.1096/fj.01-0438com,15/14/2680,,,
11732920,pubmed_400_to_499.xml,11732920,,,10.1021/bi0114269,bi0114269,,,
11738035,pubmed_400_to_499.xml,11738035,,,10.1016/s0896-6273(01)00523-2,S0896-6273(01)00523-2,,,
11740561,pubmed_400_to_499.xml,11740561,,,10.1038/414643a,414643a,,,
11755003,pubmed_400_to_499.xml,11755003,,,10.1016/s0197-4580(01)00311-6,S0197458001003116,,,
11756496,pubmed_400_to_499.xml,11756496,,PMC6757582,10.1523/JNEUROSCI.22-01-00133.2002,22/1/133,,,
11756667,pubmed_400_to_499.xml,11756667,,PMC117581,10.1073/pnas.012467899,012467899,,,
11780111,pubmed_400_to_499.xml,11780111,,,10.1038/415045a,415045a,,,
11784794,pubmed_400_to_499.xml,11784794,,PMC6758670,10.1523/JNEUROSCI.22-02-00486.2002,22/2/486,,,
11786404,pubmed_400_to_499.xml,11786404,,PMC1867121,10.1016/s0002-9440(10)64354-4,S0002-9440(10)64354-4,,,
11786607,pubmed_400_to_499.xml,11786607,,,10.1126/science.1067081,1067081,,,
11788820,pubmed_400_to_499.xml,11788820,,,10.1038/ncb735,ncb735,,,
11790115,pubmed_400_to_499.xml,11790115,,,10.1021/bi015685+,bi015685+,,,
11790632,pubmed_400_to_499.xml,11790632,,,,S1064-7481(12)61324-4,,,
11792857,pubmed_400_to_499.xml,11792857,,PMC117373,10.1073/pnas.022628699,022628699,,,
11792860,pubmed_400_to_499.xml,11792860,,PMC117420,10.1073/pnas.022631799,022631799,,,
11794217,pubmed_400_to_499.xml,11794217,,,10.1056/NEJMoa010178,,,,
11809755,pubmed_400_to_499.xml,11809755,,,10.1074/jbc.M111571200,S0021-9258(19)60924-5,,,
11810277,pubmed_400_to_499.xml,11810277,,,10.1007/s00439-001-0614-1,,,,
11814781,pubmed_400_to_499.xml,11814781,,,10.1016/s0960-894x(01)00734-x,S0960894X0100734X,,,
11818564,pubmed_400_to_499.xml,11818564,,PMC122238,10.1073/pnas.032670899,032670899,,,
11823645,pubmed_400_to_499.xml,11823645,,,10.1126/science.1067389,1067389,,,
11830193,pubmed_400_to_499.xml,11830193,,,10.1016/S0140-6736(02)07493-7,S0140-6736(02)07493-7,,,
11831465,pubmed_400_to_499.xml,11831465,,,10.1023/a:1012934207456,,,,
11835370,pubmed_400_to_499.xml,11835370,,,10.1002/ana.10069,10.1002/ana.10069,,,
11842206,pubmed_400_to_499.xml,11842206,,PMC122363,10.1073/pnas.042678699,042678699,,,
11843691,pubmed_400_to_499.xml,11843691,,,10.1001/archneur.59.2.213,noc10221,,,
11844848,pubmed_400_to_499.xml,11844848,,,10.1056/NEJMoa011613,346/7/476,,,
11847218,pubmed_400_to_499.xml,11847218,,,10.1074/jbc.M111141200,S0021-9258(19)35790-4,,,
11851430,pubmed_400_to_499.xml,11851430,,,10.1021/bi015794o,bi015794o,,,
11851541,pubmed_400_to_499.xml,11851541,,,10.1001/jama.287.6.742,joc11682,,,
11854752,pubmed_400_to_499.xml,11854752,,,10.1038/ncb761,ncb761,,,
11867728,pubmed_400_to_499.xml,11867728,,PMC122414,10.1073/pnas.052436599,052436599,,,
11875571,pubmed_400_to_499.xml,11875571,NIHMS1672553,PMC9284568,10.1038/4151030a,4151030a,,,
11875758,pubmed_400_to_499.xml,11875758,,PMC379130,10.1086/339815,S0002-9297(07)60305-X,,,
11879646,pubmed_400_to_499.xml,11879646,,,10.1016/s0896-6273(02)00604-9,S0896627302006049,,,
11880497,pubmed_400_to_499.xml,11880497,,PMC6758870,10.1523/JNEUROSCI.22-05-01679.2002,22/5/1679,,,
11880504,pubmed_400_to_499.xml,11880504,,PMC6758871,10.1523/JNEUROSCI.22-05-01752.2002,22/5/1752,,,
11880515,pubmed_400_to_499.xml,11880515,,PMC6758862,10.1523/JNEUROSCI.22-05-01858.2002,22/5/1858,,,
11880627,pubmed_400_to_499.xml,11880627,,PMC122420,10.1073/pnas.052706099,99/5/2754,,,
11881998,pubmed_400_to_499.xml,11881998,,,10.1021/jm011020u,jm011020u,,,
11889469,pubmed_400_to_499.xml,11889469,,,10.1038/nn823,nn823,,,
11890840,pubmed_400_to_499.xml,11890840,,,10.1001/archneur.59.3.378,noc10119,,,
11896164,pubmed_400_to_499.xml,11896164,,PMC6758281,10.1523/JNEUROSCI.22-06-02246.2002,22/6/2246,,,
11901170,pubmed_400_to_499.xml,11901170,,PMC2173473,10.1083/jcb.200108057,jcb.200108057,,,
11910111,pubmed_400_to_499.xml,11910111,,,10.1126/science.1067568,295/5563/2264,,,
11916484,pubmed_400_to_499.xml,11916484,,,10.1089/10430340252837206,,,,
11917105,pubmed_400_to_499.xml,11917105,,PMC123712,10.1073/pnas.062047599,062047599,,,
11917117,pubmed_400_to_499.xml,11917117,,PMC123710,10.1073/pnas.072033799,072033799,,,
11923434,pubmed_400_to_499.xml,11923434,,PMC6758306,10.1523/JNEUROSCI.22-07-02690.2002,22/7/2690,,,
11923443,pubmed_400_to_499.xml,11923443,,PMC6758323,10.1523/JNEUROSCI.22-07-02780.2002,22/7/2780,,,
11930016,pubmed_400_to_499.xml,11930016,,PMC123711,10.1073/pnas.052587399,99/7/4703,,,
11932737,pubmed_400_to_499.xml,11932737,,,10.1038/416507a,416507a,,,
11932748,pubmed_400_to_499.xml,11932748,,,10.1038/nature729,nature729,,,
11939702,pubmed_400_to_499.xml,11939702,,,,,,,
11939895,pubmed_400_to_499.xml,11939895,,,10.1001/archneur.59.4.601,noc10212,,,
11941374,pubmed_400_to_499.xml,11941374,,,10.1038/nn842,nn842,,,
11949704,pubmed_400_to_499.xml,11949704,,,10.1037//0894-4105.16.2.132,,,,
11950276,pubmed_400_to_499.xml,11950276,,,10.1006/nbdi.2002.0483,S0969996102904833,,,
11953752,pubmed_400_to_499.xml,11953752,,,10.1038/nn844,nn844,,,
11959919,pubmed_400_to_499.xml,11959919,,PMC122954,10.1073/pnas.092136199,092136199,,,
11967567,pubmed_400_to_499.xml,11967567,,,10.1038/nsb792,nsb792,,,
11967566,pubmed_400_to_499.xml,11967566,,,10.1038/nsb791,nsb791,,,
11971084,pubmed_400_to_499.xml,11971084,NIHMS262617,PMC3029097,10.1212/wnl.58.8.1182,,,,
11971085,pubmed_400_to_499.xml,11971085,,,10.1212/wnl.58.8.1188,,,,
11986659,pubmed_400_to_499.xml,11986659,,,10.1038/417039a,417039a,,,
11992114,pubmed_400_to_499.xml,11992114,,,10.1038/nn849,nn849,,,
12015594,pubmed_400_to_499.xml,12015594,,,10.1038/417254a,417254a,,,
1202204,pubmed_400_to_499.xml,1202204,,,10.1016/0022-3956(75)90026-6,0022-3956(75)90026-6,,,
12032347,pubmed_400_to_499.xml,12032347,,PMC124328,10.1073/pnas.092034699,,,,
12036342,pubmed_400_to_499.xml,12036342,,,10.1021/jm025508m,jm025508m,,,
12042777,pubmed_400_to_499.xml,12042777,,,10.1038/nm725,nm725,,,
12042811,pubmed_400_to_499.xml,12042811,,,10.1038/nm0602-600,nm0602-600,,,
12045141,pubmed_500_to_599.xml,12045141,,PMC1383741,10.1101/gr.229002,,,,
12055631,pubmed_500_to_599.xml,12055631,,,10.1038/nn867,nn867,,,
12056933,pubmed_500_to_599.xml,12056933,,,10.1001/archneur.59.6.972,noc10356,,,
12062019,pubmed_500_to_599.xml,12062019,,,10.1016/s0896-6273(02)00696-7,S0896627302006967,,,
12062020,pubmed_500_to_599.xml,12062020,,,10.1016/s0896-6273(02)00721-3,S0896627302007213,,,
12062036,pubmed_500_to_599.xml,12062036,,,10.1016/s0896-6273(02)00706-7,S0896627302007067,,,
12062037,pubmed_500_to_599.xml,12062037,,,10.1016/s0896-6273(02)00682-7,S0896627302006827,,,
12070348,pubmed_500_to_599.xml,12070348,,PMC124372,10.1073/pnas.132045399,132045399,,,
12076219,pubmed_500_to_599.xml,12076219,,,10.1001/jama.287.24.3230,joc11570,,,
12076218,pubmed_500_to_599.xml,12076218,,,10.1001/jama.287.24.3223,joc12012,,,
12077215,pubmed_500_to_599.xml,12077215,,PMC6757715,10.1523/JNEUROSCI.22-12-05204.2002,22/12/5204,,,
12077416,pubmed_500_to_599.xml,12077416,,,10.1126/science.1070925,296/5576/2215,,,
12084819,pubmed_500_to_599.xml,12084819,,PMC123137,10.1073/pnas.152101299,152101299,,,
12084935,pubmed_500_to_599.xml,12084935,,PMC124407,10.1073/pnas.132197599,99/13/8968,,,
12086639,pubmed_500_to_599.xml,12086639,,,10.1016/s0896-6273(02)00733-x,S089662730200733X,,,
12089530,pubmed_500_to_599.xml,12089530,,,10.1038/nn884,nn884,,,
12089549,pubmed_500_to_599.xml,12089549,,,10.1038/nbt0702-671,nbt0702-671,,,
12089558,pubmed_500_to_599.xml,12089558,,,10.1038/nbt0702-717,nbt0702-717,,,
12105320,pubmed_500_to_599.xml,12105320,,,10.1212/wnl.59.1.123,,,,
12110170,pubmed_500_to_599.xml,12110170,,,10.1016/s1534-5807(02)00189-2,S1534-5807(02)00189-2,,,
12112088,pubmed_500_to_599.xml,12112088,,,10.1002/ana.10208,,,,
12112090,pubmed_500_to_599.xml,12112090,,,10.1002/ana.10210,,,,
12112102,pubmed_500_to_599.xml,12112102,,,10.1002/ana.10161,,,,
12119410,pubmed_500_to_599.xml,12119410,,PMC123249,10.1073/pnas.152324199,152324199,,,
12119423,pubmed_500_to_599.xml,12119423,,PMC125059,10.1073/pnas.162350199,162350199,,,
12124613,pubmed_500_to_599.xml,12124613,,,10.1038/418291a,418291a,,,
12125077,pubmed_500_to_599.xml,12125077,,,10.1002/jnr.10299,,,,
12130773,pubmed_500_to_599.xml,12130773,,,10.1126/science.1072994,297/5580/353,,,
12136057,pubmed_500_to_599.xml,12136057,,,10.1212/wnl.59.2.198,,,,
12145324,pubmed_500_to_599.xml,12145324,,PMC125060,10.1073/pnas.162228299,162228299,,,
12145638,pubmed_500_to_599.xml,12145638,,,10.1038/nn898,nn898,,,
12147673,pubmed_500_to_599.xml,12147673,,PMC2173840,10.1083/jcb.200201123,jcb.200201123,,,
12149470,pubmed_500_to_599.xml,12149470,,PMC125009,10.1073/pnas.162362299,162362299,,,
12150997,pubmed_500_to_599.xml,12150997,,,10.1016/s0092-8674(02)00809-7,S0092867402008097,,,
12151510,pubmed_500_to_599.xml,12151510,,PMC6758140,10.1523/JNEUROSCI.22-15-06331.2002,22/15/6331,,,
12160362,pubmed_500_to_599.xml,12160362,,,10.7326/0003-4819-137-3-200208060-00006,200208060-00006,,,
12161648,pubmed_500_to_599.xml,12161648,,,10.1126/science.1071851,297/5582/811,,,
12161654,pubmed_500_to_599.xml,12161654,,,10.1126/science.1072241,297/5582/836,,,
12161747,pubmed_500_to_599.xml,12161747,,,10.1038/nm747,nm747,,,
12164721,pubmed_500_to_599.xml,12164721,,,10.1001/archneur.59.8.1258,noc20017,,,
12176325,pubmed_500_to_599.xml,12176325,,,10.1016/s0092-8674(02)00835-8,S0092867402008358,,,
12177198,pubmed_500_to_599.xml,12177198,,PMC6757862,10.1523/JNEUROSCI.22-16-07006.2002,22/16/7006,,,
12177206,pubmed_500_to_599.xml,12177206,,PMC6757902,10.1523/JNEUROSCI.22-16-07097.2002,22/16/7097,,,
12177216,pubmed_500_to_599.xml,12177216,,PMC6757895,10.1523/JNEUROSCI.22-16-07218.2002,22/16/7218,,,
12177369,pubmed_500_to_599.xml,12177369,,,10.1212/wnl.59.3.364,,,,
12183632,pubmed_500_to_599.xml,12183632,,,10.1126/science.1073634,297/5584/1186,,,
12186600,pubmed_500_to_599.xml,12186600,,,10.1001/jama.288.7.835,joc11334,,,
12192088,pubmed_500_to_599.xml,12192088,,PMC129370,10.1073/pnas.182272699,182272699,,,
12196555,pubmed_500_to_599.xml,12196555,,PMC6757996,10.1523/JNEUROSCI.22-17-07340.2002,22/17/7340,,,
12198112,pubmed_500_to_599.xml,12198112,,,10.1074/jbc.C200469200,S0021-9258(19)72255-8,,,
12198135,pubmed_500_to_599.xml,12198135,,,10.1074/jbc.M207435200,S0021-9258(19)71661-5,,,
12198535,pubmed_500_to_599.xml,12198535,,,10.1038/418932a,418932a,,,
12198546,pubmed_500_to_599.xml,12198546,,,10.1038/nature00928,nature00928,,,
12205649,pubmed_500_to_599.xml,12205649,,,10.1002/ana.10266,,,,
